0.00.154.698 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.457.493 I srv    load_model: loading model '/mnt/models/Laguna-S-2.1-UD-IQ4_NL-00001-of-00003.gguf'
0.05.705.123 W load: special_eos_id is not in special_eog_ids - the tokenizer config may be incorrect
0.05.705.127 W load: special_eot_id is not in special_eog_ids - the tokenizer config may be incorrect
1.10.523.187 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 131072, kv_unified = 'false'
1.10.587.196 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
1.10.587.338 I srv  llama_server: model loaded
1.10.587.351 I srv  llama_server: listening on http://0.0.0.0:8103
1.11.536.798 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
25.31.065.393 I slot print_timing: id  0 | task 9165 | n_decoded =   1042, tg =  11.03 t/s, tg_3s =  11.21 t/s
25.34.105.746 I slot print_timing: id  0 | task 9165 | n_decoded =   1076, tg =  11.03 t/s, tg_3s =  11.18 t/s
25.37.154.747 I slot print_timing: id  0 | task 9165 | n_decoded =   1109, tg =  11.03 t/s, tg_3s =  10.82 t/s
25.38.709.611 I slot print_timing: id  0 | task 9165 | prompt eval time =     727.54 ms /    16 tokens (   45.47 ms per token,    21.99 tokens per second)
25.38.709.616 I slot print_timing: id  0 | task 9165 |        eval time =  102116.34 ms /  1126 tokens (   90.69 ms per token,    11.03 tokens per second)
25.38.709.617 I slot print_timing: id  0 | task 9165 |       total time =  102843.88 ms /  1142 tokens
25.38.709.618 I slot print_timing: id  0 | task 9165 |    graphs reused =      10102
25.38.712.704 I slot      release: id  0 | task 9165 | stop processing: n_tokens = 95638, truncated = 0
25.40.685.023 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
25.40.686.522 I slot launch_slot_: id  0 | task 10293 | processing task, is_child = 0
25.50.260.579 I slot print_timing: id  0 | task 10293 | n_decoded =    100, tg =  11.31 t/s, tg_3s =  11.31 t/s
25.53.323.749 I slot print_timing: id  0 | task 10293 | n_decoded =    134, tg =  11.26 t/s, tg_3s =  11.10 t/s
25.56.390.044 I slot print_timing: id  0 | task 10293 | n_decoded =    168, tg =  11.22 t/s, tg_3s =  11.09 t/s
25.59.449.149 I slot print_timing: id  0 | task 10293 | n_decoded =    202, tg =  11.20 t/s, tg_3s =  11.11 t/s
26.02.504.854 I slot print_timing: id  0 | task 10293 | n_decoded =    236, tg =  11.19 t/s, tg_3s =  11.13 t/s
26.05.557.192 I slot print_timing: id  0 | task 10293 | n_decoded =    270, tg =  11.19 t/s, tg_3s =  11.14 t/s
26.08.612.419 I slot print_timing: id  0 | task 10293 | n_decoded =    304, tg =  11.18 t/s, tg_3s =  11.13 t/s
26.11.664.844 I slot print_timing: id  0 | task 10293 | n_decoded =    338, tg =  11.18 t/s, tg_3s =  11.14 t/s
26.14.702.099 I slot print_timing: id  0 | task 10293 | n_decoded =    371, tg =  11.15 t/s, tg_3s =  10.87 t/s
26.17.752.011 I slot print_timing: id  0 | task 10293 | n_decoded =    404, tg =  11.12 t/s, tg_3s =  10.82 t/s
26.20.823.480 I slot print_timing: id  0 | task 10293 | n_decoded =    438, tg =  11.12 t/s, tg_3s =  11.07 t/s
26.23.883.338 I slot print_timing: id  0 | task 10293 | n_decoded =    472, tg =  11.12 t/s, tg_3s =  11.11 t/s
26.26.956.885 I slot print_timing: id  0 | task 10293 | n_decoded =    506, tg =  11.11 t/s, tg_3s =  11.06 t/s
26.30.030.863 I slot print_timing: id  0 | task 10293 | n_decoded =    540, tg =  11.11 t/s, tg_3s =  11.06 t/s
26.33.107.439 I slot print_timing: id  0 | task 10293 | n_decoded =    574, tg =  11.11 t/s, tg_3s =  11.05 t/s
26.36.114.506 I slot print_timing: id  0 | task 10293 | n_decoded =    607, tg =  11.10 t/s, tg_3s =  10.97 t/s
26.39.125.838 I slot print_timing: id  0 | task 10293 | n_decoded =    640, tg =  11.09 t/s, tg_3s =  10.96 t/s
26.42.140.657 I slot print_timing: id  0 | task 10293 | n_decoded =    673, tg =  11.08 t/s, tg_3s =  10.95 t/s
26.45.160.037 I slot print_timing: id  0 | task 10293 | n_decoded =    706, tg =  11.08 t/s, tg_3s =  10.93 t/s
26.48.165.908 I slot print_timing: id  0 | task 10293 | n_decoded =    739, tg =  11.07 t/s, tg_3s =  10.98 t/s
26.51.225.694 I slot print_timing: id  0 | task 10293 | n_decoded =    772, tg =  11.06 t/s, tg_3s =  10.79 t/s
26.54.241.527 I slot print_timing: id  0 | task 10293 | n_decoded =    804, tg =  11.04 t/s, tg_3s =  10.61 t/s
26.56.524.070 I slot print_timing: id  0 | task 10293 | prompt eval time =     732.84 ms /    16 tokens (   45.80 ms per token,    21.83 tokens per second)
26.56.524.075 I slot print_timing: id  0 | task 10293 |        eval time =   75104.68 ms /   829 tokens (   90.60 ms per token,    11.04 tokens per second)
26.56.524.076 I slot print_timing: id  0 | task 10293 |       total time =   75837.51 ms /   845 tokens
26.56.524.078 I slot print_timing: id  0 | task 10293 |    graphs reused =      10926
26.56.527.283 I slot      release: id  0 | task 10293 | stop processing: n_tokens = 96482, truncated = 0
26.58.106.329 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
26.58.107.833 I slot launch_slot_: id  0 | task 11124 | processing task, is_child = 0
27.07.774.876 I slot print_timing: id  0 | task 11124 | n_decoded =    100, tg =  11.20 t/s, tg_3s =  11.20 t/s
27.10.824.212 I slot print_timing: id  0 | task 11124 | n_decoded =    134, tg =  11.18 t/s, tg_3s =  11.15 t/s
27.13.875.566 I slot print_timing: id  0 | task 11124 | n_decoded =    168, tg =  11.18 t/s, tg_3s =  11.14 t/s
27.16.921.955 I slot print_timing: id  0 | task 11124 | n_decoded =    202, tg =  11.17 t/s, tg_3s =  11.16 t/s
27.19.964.695 I slot print_timing: id  0 | task 11124 | n_decoded =    236, tg =  11.17 t/s, tg_3s =  11.17 t/s
27.23.005.635 I slot print_timing: id  0 | task 11124 | n_decoded =    270, tg =  11.17 t/s, tg_3s =  11.18 t/s
27.26.012.421 I slot print_timing: id  0 | task 11124 | n_decoded =    303, tg =  11.15 t/s, tg_3s =  10.98 t/s
27.29.033.513 I slot print_timing: id  0 | task 11124 | n_decoded =    334, tg =  11.06 t/s, tg_3s =  10.26 t/s
27.30.661.971 I slot print_timing: id  0 | task 11124 | prompt eval time =     735.31 ms /    16 tokens (   45.96 ms per token,    21.76 tokens per second)
27.30.661.976 I slot print_timing: id  0 | task 11124 |        eval time =   31818.80 ms /   352 tokens (   90.39 ms per token,    11.06 tokens per second)
27.30.661.977 I slot print_timing: id  0 | task 11124 |       total time =   32554.10 ms /   368 tokens
27.30.661.978 I slot print_timing: id  0 | task 11124 |    graphs reused =      11274
27.30.665.240 I slot      release: id  0 | task 11124 | stop processing: n_tokens = 96849, truncated = 0
27.32.206.121 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
27.32.207.682 I slot launch_slot_: id  0 | task 11478 | processing task, is_child = 0
27.42.289.679 I slot print_timing: id  0 | task 11478 | n_decoded =    100, tg =  10.70 t/s, tg_3s =  10.70 t/s
27.45.292.280 I slot print_timing: id  0 | task 11478 | n_decoded =    133, tg =  10.77 t/s, tg_3s =  10.99 t/s
27.48.294.460 I slot print_timing: id  0 | task 11478 | n_decoded =    166, tg =  10.81 t/s, tg_3s =  10.99 t/s
27.51.306.738 I slot print_timing: id  0 | task 11478 | n_decoded =    199, tg =  10.84 t/s, tg_3s =  10.96 t/s
27.54.317.011 I slot print_timing: id  0 | task 11478 | n_decoded =    232, tg =  10.85 t/s, tg_3s =  10.96 t/s
27.57.327.283 I slot print_timing: id  0 | task 11478 | n_decoded =    265, tg =  10.87 t/s, tg_3s =  10.96 t/s
28.00.342.957 I slot print_timing: id  0 | task 11478 | n_decoded =    298, tg =  10.88 t/s, tg_3s =  10.94 t/s
28.03.389.903 I slot print_timing: id  0 | task 11478 | n_decoded =    331, tg =  10.87 t/s, tg_3s =  10.83 t/s
28.06.406.517 I slot print_timing: id  0 | task 11478 | n_decoded =    364, tg =  10.88 t/s, tg_3s =  10.94 t/s
28.09.423.110 I slot print_timing: id  0 | task 11478 | n_decoded =    397, tg =  10.88 t/s, tg_3s =  10.94 t/s
28.12.447.104 I slot print_timing: id  0 | task 11478 | n_decoded =    430, tg =  10.88 t/s, tg_3s =  10.91 t/s
28.15.468.676 I slot print_timing: id  0 | task 11478 | n_decoded =    463, tg =  10.89 t/s, tg_3s =  10.92 t/s
28.18.493.129 I slot print_timing: id  0 | task 11478 | n_decoded =    496, tg =  10.89 t/s, tg_3s =  10.91 t/s
28.21.506.417 I slot print_timing: id  0 | task 11478 | n_decoded =    529, tg =  10.89 t/s, tg_3s =  10.95 t/s
28.24.521.785 I slot print_timing: id  0 | task 11478 | n_decoded =    562, tg =  10.90 t/s, tg_3s =  10.94 t/s
28.27.532.647 I slot print_timing: id  0 | task 11478 | n_decoded =    595, tg =  10.90 t/s, tg_3s =  10.96 t/s
28.30.548.072 I slot print_timing: id  0 | task 11478 | n_decoded =    628, tg =  10.90 t/s, tg_3s =  10.94 t/s
28.33.569.206 I slot print_timing: id  0 | task 11478 | n_decoded =    661, tg =  10.90 t/s, tg_3s =  10.92 t/s
28.36.607.328 I slot print_timing: id  0 | task 11478 | n_decoded =    694, tg =  10.90 t/s, tg_3s =  10.86 t/s
28.39.669.255 I slot print_timing: id  0 | task 11478 | n_decoded =    727, tg =  10.89 t/s, tg_3s =  10.78 t/s
28.42.702.597 I slot print_timing: id  0 | task 11478 | n_decoded =    760, tg =  10.89 t/s, tg_3s =  10.88 t/s
28.45.735.934 I slot print_timing: id  0 | task 11478 | n_decoded =    793, tg =  10.89 t/s, tg_3s =  10.88 t/s
28.48.770.920 I slot print_timing: id  0 | task 11478 | n_decoded =    826, tg =  10.89 t/s, tg_3s =  10.87 t/s
28.51.793.849 I slot print_timing: id  0 | task 11478 | n_decoded =    859, tg =  10.89 t/s, tg_3s =  10.92 t/s
28.54.834.502 I slot print_timing: id  0 | task 11478 | n_decoded =    892, tg =  10.89 t/s, tg_3s =  10.85 t/s
28.57.872.383 I slot print_timing: id  0 | task 11478 | n_decoded =    925, tg =  10.89 t/s, tg_3s =  10.86 t/s
29.00.954.697 I slot print_timing: id  0 | task 11478 | n_decoded =    959, tg =  10.90 t/s, tg_3s =  11.03 t/s
29.04.036.683 I slot print_timing: id  0 | task 11478 | n_decoded =    993, tg =  10.90 t/s, tg_3s =  11.03 t/s
29.07.124.925 I slot print_timing: id  0 | task 11478 | n_decoded =   1027, tg =  10.90 t/s, tg_3s =  11.01 t/s
29.10.192.494 I slot print_timing: id  0 | task 11478 | n_decoded =   1061, tg =  10.91 t/s, tg_3s =  11.08 t/s
29.13.225.247 I slot print_timing: id  0 | task 11478 | n_decoded =   1094, tg =  10.91 t/s, tg_3s =  10.88 t/s
29.16.312.944 I slot print_timing: id  0 | task 11478 | n_decoded =   1128, tg =  10.91 t/s, tg_3s =  11.01 t/s
29.19.387.465 I slot print_timing: id  0 | task 11478 | n_decoded =   1162, tg =  10.92 t/s, tg_3s =  11.06 t/s
29.22.395.688 I slot print_timing: id  0 | task 11478 | n_decoded =   1195, tg =  10.92 t/s, tg_3s =  10.97 t/s
29.25.402.116 I slot print_timing: id  0 | task 11478 | n_decoded =   1228, tg =  10.92 t/s, tg_3s =  10.98 t/s
29.28.405.796 I slot print_timing: id  0 | task 11478 | n_decoded =   1261, tg =  10.92 t/s, tg_3s =  10.99 t/s
29.31.484.207 I slot print_timing: id  0 | task 11478 | n_decoded =   1295, tg =  10.92 t/s, tg_3s =  11.04 t/s
29.34.571.972 I slot print_timing: id  0 | task 11478 | n_decoded =   1329, tg =  10.93 t/s, tg_3s =  11.01 t/s
29.37.658.427 I slot print_timing: id  0 | task 11478 | n_decoded =   1363, tg =  10.93 t/s, tg_3s =  11.02 t/s
29.40.662.945 I slot print_timing: id  0 | task 11478 | n_decoded =   1396, tg =  10.93 t/s, tg_3s =  10.98 t/s
29.43.670.355 I slot print_timing: id  0 | task 11478 | n_decoded =   1429, tg =  10.93 t/s, tg_3s =  10.97 t/s
29.46.714.133 I slot print_timing: id  0 | task 11478 | n_decoded =   1462, tg =  10.93 t/s, tg_3s =  10.84 t/s
29.49.721.712 I slot print_timing: id  0 | task 11478 | n_decoded =   1494, tg =  10.92 t/s, tg_3s =  10.64 t/s
29.52.749.117 I slot print_timing: id  0 | task 11478 | n_decoded =   1527, tg =  10.92 t/s, tg_3s =  10.90 t/s
29.55.770.775 I slot print_timing: id  0 | task 11478 | n_decoded =   1560, tg =  10.92 t/s, tg_3s =  10.92 t/s
29.58.149.063 I slot print_timing: id  0 | task 11478 | prompt eval time =     733.62 ms /    16 tokens (   45.85 ms per token,    21.81 tokens per second)
29.58.149.068 I slot print_timing: id  0 | task 11478 |        eval time =  145207.73 ms /  1586 tokens (   91.56 ms per token,    10.92 tokens per second)
29.58.149.069 I slot print_timing: id  0 | task 11478 |       total time =  145941.35 ms /  1602 tokens
29.58.149.070 I slot print_timing: id  0 | task 11478 |    graphs reused =      12852
29.58.152.292 I slot      release: id  0 | task 11478 | stop processing: n_tokens = 98450, truncated = 0
30.00.734.941 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
30.00.736.801 I slot launch_slot_: id  0 | task 13066 | processing task, is_child = 0
30.10.581.468 I slot print_timing: id  0 | task 13066 | n_decoded =    100, tg =  10.99 t/s, tg_3s =  10.99 t/s
30.13.642.106 I slot print_timing: id  0 | task 13066 | n_decoded =    133, tg =  10.94 t/s, tg_3s =  10.78 t/s
30.16.693.175 I slot print_timing: id  0 | task 13066 | n_decoded =    166, tg =  10.91 t/s, tg_3s =  10.82 t/s
30.19.741.246 I slot print_timing: id  0 | task 13066 | n_decoded =    199, tg =  10.90 t/s, tg_3s =  10.83 t/s
30.22.750.727 I slot print_timing: id  0 | task 13066 | n_decoded =    231, tg =  10.86 t/s, tg_3s =  10.63 t/s
30.25.760.152 I slot print_timing: id  0 | task 13066 | n_decoded =    263, tg =  10.83 t/s, tg_3s =  10.63 t/s
30.28.808.810 I slot print_timing: id  0 | task 13066 | n_decoded =    296, tg =  10.83 t/s, tg_3s =  10.82 t/s
30.31.857.368 I slot print_timing: id  0 | task 13066 | n_decoded =    329, tg =  10.83 t/s, tg_3s =  10.82 t/s
30.34.898.459 I slot print_timing: id  0 | task 13066 | n_decoded =    362, tg =  10.83 t/s, tg_3s =  10.85 t/s
30.37.987.631 I slot print_timing: id  0 | task 13066 | n_decoded =    396, tg =  10.85 t/s, tg_3s =  11.01 t/s
30.41.077.846 I slot print_timing: id  0 | task 13066 | n_decoded =    430, tg =  10.86 t/s, tg_3s =  11.00 t/s
30.44.079.871 I slot print_timing: id  0 | task 13066 | n_decoded =    463, tg =  10.87 t/s, tg_3s =  10.99 t/s
30.47.087.017 I slot print_timing: id  0 | task 13066 | n_decoded =    496, tg =  10.88 t/s, tg_3s =  10.97 t/s
30.50.093.239 I slot print_timing: id  0 | task 13066 | n_decoded =    529, tg =  10.88 t/s, tg_3s =  10.98 t/s
30.53.095.134 I slot print_timing: id  0 | task 13066 | n_decoded =    562, tg =  10.89 t/s, tg_3s =  10.99 t/s
30.55.098.160 I slot print_timing: id  0 | task 13066 | prompt eval time =     744.52 ms /    16 tokens (   46.53 ms per token,    21.49 tokens per second)
30.55.098.165 I slot print_timing: id  0 | task 13066 |        eval time =   53616.81 ms /   584 tokens (   91.81 ms per token,    10.89 tokens per second)
30.55.098.166 I slot print_timing: id  0 | task 13066 |       total time =   54361.32 ms /   600 tokens
30.55.098.168 I slot print_timing: id  0 | task 13066 |    graphs reused =      13432
30.55.101.445 I slot      release: id  0 | task 13066 | stop processing: n_tokens = 99049, truncated = 0
30.57.569.987 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
30.57.571.780 I slot launch_slot_: id  0 | task 13652 | processing task, is_child = 0
31.07.925.260 I slot print_timing: id  0 | task 13652 | n_decoded =    100, tg =  10.46 t/s, tg_3s =  10.46 t/s
31.10.964.096 I slot print_timing: id  0 | task 13652 | n_decoded =    133, tg =  10.56 t/s, tg_3s =  10.86 t/s
31.13.991.263 I slot print_timing: id  0 | task 13652 | n_decoded =    166, tg =  10.62 t/s, tg_3s =  10.90 t/s
31.17.027.918 I slot print_timing: id  0 | task 13652 | n_decoded =    199, tg =  10.66 t/s, tg_3s =  10.87 t/s
31.20.065.219 I slot print_timing: id  0 | task 13652 | n_decoded =    232, tg =  10.69 t/s, tg_3s =  10.86 t/s
31.23.102.143 I slot print_timing: id  0 | task 13652 | n_decoded =    265, tg =  10.71 t/s, tg_3s =  10.87 t/s
31.25.231.348 I slot print_timing: id  0 | task 13652 | prompt eval time =     793.06 ms /    16 tokens (   49.57 ms per token,    20.17 tokens per second)
31.25.231.353 I slot print_timing: id  0 | task 13652 |        eval time =   26866.47 ms /   288 tokens (   93.29 ms per token,    10.72 tokens per second)
31.25.231.354 I slot print_timing: id  0 | task 13652 |       total time =   27659.53 ms /   304 tokens
31.25.231.355 I slot print_timing: id  0 | task 13652 |    graphs reused =      13716
31.25.234.613 I slot      release: id  0 | task 13652 | stop processing: n_tokens = 99352, truncated = 0
31.26.362.788 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8906230497
31.27.960.986 I slot launch_slot_: id  0 | task 13942 | processing task, is_child = 0
31.38.603.116 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =   2207, progress = 0.07, t =  10.64 s / 207.38 tokens per second
31.47.730.250 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =   4255, progress = 0.14, t =  19.77 s / 215.23 tokens per second
31.56.866.511 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =   6303, progress = 0.21, t =  28.91 s / 218.06 tokens per second
32.06.451.429 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =   8351, progress = 0.28, t =  38.49 s / 216.96 tokens per second
32.16.018.382 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =  10399, progress = 0.35, t =  48.06 s / 216.39 tokens per second
32.25.963.432 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =  12447, progress = 0.42, t =  58.00 s / 214.59 tokens per second
32.36.136.215 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =  14495, progress = 0.49, t =  68.18 s / 212.61 tokens per second
32.46.483.600 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =  16543, progress = 0.56, t =  78.52 s / 210.68 tokens per second
32.57.026.029 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =  18591, progress = 0.63, t =  89.06 s / 208.74 tokens per second
33.07.524.487 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =  20547, progress = 0.70, t =  99.56 s / 206.37 tokens per second
33.08.245.610 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =  20571, progress = 0.70, t = 100.28 s / 205.13 tokens per second
33.18.994.794 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =  22619, progress = 0.77, t = 111.03 s / 203.71 tokens per second
33.29.779.187 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =  24667, progress = 0.84, t = 121.82 s / 202.49 tokens per second
33.40.753.902 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =  26715, progress = 0.91, t = 132.79 s / 201.18 tokens per second
33.51.955.751 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =  28763, progress = 0.98, t = 143.99 s / 199.75 tokens per second
33.53.803.758 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =  28941, progress = 0.98, t = 145.84 s / 198.44 tokens per second
33.56.718.860 I slot print_timing: id  0 | task 13942 | prompt processing, n_tokens =  29453, progress = 1.00, t = 148.76 s / 197.99 tokens per second
34.03.208.499 I slot print_timing: id  0 | task 13942 | n_decoded =    100, tg =  15.87 t/s, tg_3s =  15.87 t/s
34.06.243.866 I slot print_timing: id  0 | task 13942 | n_decoded =    148, tg =  15.85 t/s, tg_3s =  15.81 t/s
34.09.290.136 I slot print_timing: id  0 | task 13942 | n_decoded =    196, tg =  15.83 t/s, tg_3s =  15.76 t/s
34.12.333.711 I slot print_timing: id  0 | task 13942 | n_decoded =    244, tg =  15.82 t/s, tg_3s =  15.77 t/s
34.15.351.150 I slot print_timing: id  0 | task 13942 | n_decoded =    292, tg =  15.83 t/s, tg_3s =  15.91 t/s
34.18.384.175 I slot print_timing: id  0 | task 13942 | n_decoded =    339, tg =  15.79 t/s, tg_3s =  15.50 t/s
34.21.402.651 I slot print_timing: id  0 | task 13942 | n_decoded =    387, tg =  15.80 t/s, tg_3s =  15.90 t/s
34.24.450.623 I slot print_timing: id  0 | task 13942 | n_decoded =    435, tg =  15.79 t/s, tg_3s =  15.75 t/s
34.27.485.088 I slot print_timing: id  0 | task 13942 | n_decoded =    479, tg =  15.67 t/s, tg_3s =  14.50 t/s
34.30.519.804 I slot print_timing: id  0 | task 13942 | n_decoded =    527, tg =  15.68 t/s, tg_3s =  15.82 t/s
34.33.571.858 I slot print_timing: id  0 | task 13942 | n_decoded =    576, tg =  15.71 t/s, tg_3s =  16.05 t/s
34.36.591.016 I slot print_timing: id  0 | task 13942 | n_decoded =    624, tg =  15.72 t/s, tg_3s =  15.90 t/s
34.39.600.486 I slot print_timing: id  0 | task 13942 | n_decoded =    669, tg =  15.67 t/s, tg_3s =  14.95 t/s
34.42.667.095 I slot print_timing: id  0 | task 13942 | n_decoded =    715, tg =  15.63 t/s, tg_3s =  15.00 t/s
34.45.682.144 I slot print_timing: id  0 | task 13942 | n_decoded =    760, tg =  15.58 t/s, tg_3s =  14.93 t/s
34.48.744.209 I slot print_timing: id  0 | task 13942 | n_decoded =    808, tg =  15.59 t/s, tg_3s =  15.68 t/s
34.51.791.583 I slot print_timing: id  0 | task 13942 | n_decoded =    858, tg =  15.63 t/s, tg_3s =  16.41 t/s
34.54.798.944 I slot print_timing: id  0 | task 13942 | n_decoded =    907, tg =  15.67 t/s, tg_3s =  16.29 t/s
34.57.812.461 I slot print_timing: id  0 | task 13942 | n_decoded =    956, tg =  15.70 t/s, tg_3s =  16.26 t/s
35.00.423.018 I slot print_timing: id  0 | task 13942 | prompt eval time =  148947.08 ms / 29457 tokens (    5.06 ms per token,   197.77 tokens per second)
35.00.423.023 I slot print_timing: id  0 | task 13942 |        eval time =   63514.92 ms /   998 tokens (   63.64 ms per token,    15.71 tokens per second)
35.00.423.024 I slot print_timing: id  0 | task 13942 |       total time =  212461.99 ms / 30455 tokens
35.00.423.025 I slot print_timing: id  0 | task 13942 |    graphs reused =      14709
35.00.424.137 I slot      release: id  0 | task 13942 | stop processing: n_tokens = 30454, truncated = 0
35.01.300.649 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 9121420021
35.01.832.682 I slot launch_slot_: id  0 | task 14959 | processing task, is_child = 0
35.11.095.057 I slot print_timing: id  0 | task 14959 | prompt processing, n_tokens =   2048, progress = 0.10, t =   9.26 s / 221.11 tokens per second
35.20.363.203 I slot print_timing: id  0 | task 14959 | prompt processing, n_tokens =   4096, progress = 0.20, t =  18.53 s / 221.04 tokens per second
35.20.843.066 W srv          stop: cancel task, id_task = 14959
35.29.907.395 I slot      release: id  0 | task 14959 | stop processing: n_tokens = 6144, truncated = 0
35.36.349.099 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.304 (> 0.100 thold), f_keep = 1.000
35.36.352.189 I slot launch_slot_: id  0 | task 14964 | processing task, is_child = 0
35.46.051.718 I slot print_timing: id  0 | task 14964 | prompt processing, n_tokens =   2048, progress = 0.40, t =   9.70 s / 211.15 tokens per second
35.55.955.130 I slot print_timing: id  0 | task 14964 | prompt processing, n_tokens =   4096, progress = 0.51, t =  19.60 s / 208.95 tokens per second
36.05.619.477 I slot print_timing: id  0 | task 14964 | prompt processing, n_tokens =   6144, progress = 0.61, t =  29.27 s / 209.93 tokens per second
36.15.783.627 I slot print_timing: id  0 | task 14964 | prompt processing, n_tokens =   8192, progress = 0.71, t =  39.43 s / 207.75 tokens per second
36.25.951.656 I slot print_timing: id  0 | task 14964 | prompt processing, n_tokens =  10240, progress = 0.81, t =  49.60 s / 206.45 tokens per second
36.36.067.609 I slot print_timing: id  0 | task 14964 | prompt processing, n_tokens =  12288, progress = 0.91, t =  59.72 s / 205.78 tokens per second
36.43.346.222 I slot print_timing: id  0 | task 14964 | prompt processing, n_tokens =  13582, progress = 0.97, t =  66.99 s / 202.73 tokens per second
36.45.881.042 I slot print_timing: id  0 | task 14964 | prompt processing, n_tokens =  14034, progress = 1.00, t =  69.53 s / 201.84 tokens per second
36.46.612.435 I slot print_timing: id  0 | task 14964 | prompt processing, n_tokens =  14061, progress = 1.00, t =  70.26 s / 200.13 tokens per second
36.47.341.232 I slot print_timing: id  0 | task 14964 | prompt processing, n_tokens =  14094, progress = 1.00, t =  70.99 s / 198.54 tokens per second
36.53.110.943 I slot print_timing: id  0 | task 14964 | n_decoded =    100, tg =  17.85 t/s, tg_3s =  17.85 t/s
36.56.111.646 I slot print_timing: id  0 | task 14964 | n_decoded =    153, tg =  17.78 t/s, tg_3s =  17.66 t/s
36.59.109.463 I slot print_timing: id  0 | task 14964 | prompt eval time =   71155.31 ms / 14098 tokens (    5.05 ms per token,   198.13 tokens per second)
36.59.109.467 I slot print_timing: id  0 | task 14964 |        eval time =   11601.93 ms /   206 tokens (   56.32 ms per token,    17.76 tokens per second)
36.59.109.469 I slot print_timing: id  0 | task 14964 |       total time =   82757.24 ms / 14304 tokens
36.59.109.470 I slot print_timing: id  0 | task 14964 |    graphs reused =      14913
36.59.110.390 I slot      release: id  0 | task 14964 | stop processing: n_tokens = 20447, truncated = 0
37.00.153.290 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.910 (> 0.100 thold), f_keep = 1.000
37.00.154.850 I slot launch_slot_: id  0 | task 15181 | processing task, is_child = 0
37.07.934.848 I slot print_timing: id  0 | task 15181 | prompt processing, n_tokens =   1499, progress = 0.98, t =   7.78 s / 192.67 tokens per second
37.10.625.677 I slot print_timing: id  0 | task 15181 | prompt processing, n_tokens =   2011, progress = 1.00, t =  10.47 s / 192.06 tokens per second
37.14.092.401 I slot print_timing: id  0 | task 15181 | prompt eval time =   10647.17 ms /  2015 tokens (    5.28 ms per token,   189.25 tokens per second)
37.14.092.406 I slot print_timing: id  0 | task 15181 |        eval time =    3290.34 ms /    58 tokens (   56.73 ms per token,    17.63 tokens per second)
37.14.092.407 I slot print_timing: id  0 | task 15181 |       total time =   13937.50 ms /  2073 tokens
37.14.092.408 I slot print_timing: id  0 | task 15181 |    graphs reused =      14969
37.14.093.403 I slot      release: id  0 | task 15181 | stop processing: n_tokens = 22519, truncated = 0
37.15.295.786 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
37.15.297.207 I slot launch_slot_: id  0 | task 15242 | processing task, is_child = 0
37.21.859.708 I slot print_timing: id  0 | task 15242 | n_decoded =    100, tg =  17.60 t/s, tg_3s =  17.60 t/s
37.24.909.290 I slot print_timing: id  0 | task 15242 | n_decoded =    153, tg =  17.52 t/s, tg_3s =  17.38 t/s
37.27.961.790 I slot print_timing: id  0 | task 15242 | n_decoded =    206, tg =  17.48 t/s, tg_3s =  17.36 t/s
